sentence,label,idx,global_idx
"The company reported net sales of EUR550m in 2005 and had some 3,200 employees .",1,11974,1011974
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",2,10268,1010268
One of my colleagues summed up the E7 quite aptly when he remarked : `` Fantastic hardware .,2,11745,1011745
The ship unloader is totally enclosed along the entire conveying line to the storage facilities .,1,4054,1004054
Net sales dropped by 6 % year-on-year to EUR 11.9 million .,0,9539,1009539
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,2,2474,1002474
These companies will be able to keep their market positions .,2,6591,1006591
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,2,6592,1006592
"Vaisala also said it expects net sales of EUR 253.2 million for 2010 , compared with EUR 252.2 million recorded in 2009 .",2,6521,1006521
"Following the payment made in April , the company has a total of EUR 23.0 million in loans from financial institutions .",1,12042,1012042
"Furthermore , sales of new passenger cars and light commercial vehicles in the country declined by 5.4 % year-on-year last month .",0,3402,1003402
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",2,14438,1014438
He is a Chartered Accountant in British Columbia and Alberta as well as a Certified Public Accountant in Washington State .,1,12863,1012863
"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia .",1,7715,1007715
Raisio is the site of the main production plants as well as company headquarters .,1,1342,1001342
Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,1,9901,1009901
The agreement is valid for four years .,1,601,1000601
The trade is in accordance with the agreement announced on 26 March 2008 .,1,632,1000632
The acquisition will have an immediate positive impact on Aspocomp 's financial result .,2,2900,1002900
Delivery is due in the second half of 2011 .,1,8161,1008161
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",2,91,1000091
"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India .",1,1019,1001019
YIT Kausta will build commercial and residential highrises in Virsuliskes area .,1,13397,1013397
The company will also be compensated for acting as a reserve batch plant .,2,6509,1006509
"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA .",1,4866,1004866
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",2,10548,1010548
"After the restructuring , UPM 's average paper machine capacity in Europe will be 320,000 tons ( 350,000 short tons ) in coated magazine paper and 420,000 tons ( 460,000 short tons ) in coated fine paper .",1,1157,1001157
"So Mr. Galvan made savings adjustments of his own , buying less liquor and watching portion sizes .",1,14170,1014170
"In addition , the company is considering the start of production in Russia .",1,1649,1001649
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",1,13391,1013391
Production capacity will increase from 36 000 to 85 000 tonnes per year and the raw material will continue to be recycled paper and board .,2,241,1000241
Loss for the period totalled EUR 15.6 mn compared to a profit of EUR 6.3 mn in 2008 .,0,13962,1013962
4 January 2011 - Finnish media company Alma Media Corporation HEL : ALN1V said today its online recruitment service Monster Oy will partner with local newspaper publisher Suomen Lehtiyhtyma in listing job advertisements .,1,14234,1014234
The first quarter was as expected and was in line with analysts ' forecasts .,1,7577,1007577
The company is listed on the Nordic Exchange in Helsinki .,1,891,1000891
"The total value of the project is about EUR53m , including the plots that will be transferred to Atria .",1,9132,1009132
"To see more of New Haven Register , or to subscribe to the newspaper .",1,11613,1011613
Atria will also buy the shares of Kauhajoen Teurastamokiinteistot Oy (Kauhajoki slaughterhouse property)from Itikka Co-operative .,1,12280,1012280
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",2,2269,1002269
M. and a Master of Business Administration MBA .,1,670,1000670
"International sales rose by 59.8 % to EUR 1,244.4 mn .",2,59,1000059
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,1,12024,1012024
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,2,211,1000211
Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .,1,3808,1003808
`` The trend in the sports and leisure markets was favorable in the first months of the year .,2,6419,1006419
The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .,1,8517,1008517
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",0,12743,1012743
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",1,544,1000544
"It operates under three distinct brands : United Supermarkets , Market Street and United Supermercado .",1,666,1000666
( I&H ) in a move to enhance growth .,2,6806,1006806
"Investors will continue being interested in the company 's share although it is not quite cheap , Affarsvarlden said .",2,11888,1011888
"Swedbank Hypotek - Is to issue a benchmark , fixed rate covered deal in Euros , maturing January 2010 .",1,12646,1012646
"It also has strong assets in electronic media , employing 18,500 an increase of 9 percent on last year .",2,11480,1011480
The company plans to increase the unit 's specialist staff to several dozen -- depending on the market situation during 2010 .,1,9015,1009015
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",1,4971,1004971
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",2,4,1000004
The first quarter was as expected and was in line with analysts ' forecasts .,1,12158,1012158
"Glaston 's own glass processing unit , Tamglass Glass Processing , is a manufacturer of high quality safety glass products operating in Finland .",1,8211,1008211
TietoEnator signed an agreement to acquire Indian research and development ( R&D ) services provider and turnkey software solutions developer Fortuna Technologies Pvt. Ltd. for 21 mln euro ( $ 30.3 mln ) in September 2007 .,1,10393,1010393
Otherwise the situation is under control .,1,7850,1007850
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",2,9956,1009956
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",0,9255,1009255
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0,14621,1014621
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,0,14655,1014655
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,2,11074,1011074
"The company said that its investments in the new market areas resulted in sales increase in Sweden , Poland , Russia and Lithuania .",2,2579,1002579
The investment will be worth approximately EUR 100mn .,1,699,1000699
This resulted in improved sales figures in Sweden .,2,10848,1010848
Finnish media group Talentum has issued a profit warning .,0,5109,1005109
"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area .",1,4172,1004172
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",1,10994,1010994
Finnish electrical components maker Salcomp Oyj ( HEL : SAL1V ) announced today the launch of its latest Twist charger platform .,1,14123,1014123
"The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",0,13235,1013235
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",1,3054,1003054
Operating loss amounted to EUR 0.7 mn compared to a profit of EUR 0.8 mn in the second quarter of 2005 .,0,1900,1001900
"Secure your files online Like filling out a tax return , making a backup is boring .",1,9313,1009313
Airbus will attempt to evacuate up to 873 people within 90 seconds .,1,3810,1003810
The deliveries started in April 2006 and will be completed in 2007 .,1,11305,1011305
